Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CFH	5351.492255524262	0.9623489359527359	0.43282046081479014	2.2234367897975558	0.026186361255346288	0.9999706469618949
LAP3	3722.976433639841	2.040637673874086	0.48776392339275343	4.183658479044461	2.868549526834726e-05	0.020210441179459505
CD38	1267.1418051272562	2.5808774728795405	0.5149627535838939	5.011775035996042	5.393023126820816e-07	0.0009625827211624914
IL32	29100.40236141357	0.8302312950700733	0.3907593370593916	2.12466143820867	0.03361487332404239	0.9999706469618949
ETV7	1107.758608150826	2.0153250832749325	0.4076870119559228	4.9433144156498665	7.680546317723172e-07	0.0012851954160275154
CD74	85815.83465050212	0.827911638471438	0.3243557510052559	2.5524802193441682	0.010695898280006787	0.8573434514591312
GRAMD1B,GRAMD1B	88.65801122241528	0.7421168273055173	0.3073929592147418	2.414228449478186	0.015768572105267678	0.9999706469618949
TYMP	6112.868027092493	1.6276923101272054	0.5825327304541553	2.794164559402904	0.005203399264049026	0.6364996791693471
ARNTL2	360.8672542764702	0.935696494532283	0.36444500599280877	2.56745593751049	0.010244780869445013	0.8385907999801043
USH2A	112.66733892922873	0.704178517371793	0.25415877556064453	2.770624448510415	0.005594891546102367	0.6490419210784906
EIF2AK2	4340.968883377762	1.067583237037315	0.33439932501557496	3.192540047703719	0.001410273872304054	0.31728791918652466
PARP12	1374.7135286928014	1.2025958591883206	0.3945030944090017	3.048381308617892	0.002300777810646275	0.43694757948437785
STYK1	259.42047691252475	0.7088921804204513	0.33664525095098585	2.1057542870957153	0.0352257015257859	0.9999706469618949
OGFR	744.1131210480039	1.0437684845346722	0.5060683720284475	2.0625048752819493	0.03915969388183074	0.9999706469618949
SP100	17898.333068144584	0.7218316612216904	0.30857542510339975	2.3392389753001677	0.019323068998320578	0.9999706469618949
IFI35	2233.3609888919286	1.548601801879121	0.4578356228331675	3.382440606731517	0.0007184481150990748	0.21340424837477123
DAPP1	1067.8780070045077	0.9992536463306917	0.4091155532026572	2.442472886958925	0.014587025271650752	0.9666045235899852
TESK2	1387.5866515350913	0.6041308845875879	0.2770923260940237	2.180251229269311	0.029238844075127644	0.9999706469618949
CAMSAP3	57.2488897693345	0.6283030564731127	0.2885736063056646	2.1772713884567736	0.029460324624546168	0.9999706469618949
SNX10	437.2281101966365	0.7968828081503889	0.15347237280284887	5.192353474420229	2.0765228207251357e-07	0.00042765188830210817
SIGLEC1	208.01198363390577	1.6232886110456175	0.703929898518186	2.306037312043054	0.021108547554726714	0.9999706469618949
OAS1	359.35129683347833	2.6221491300913065	0.5595587204247292	4.6861018055459525	2.7845779102960987e-06	0.003923763389071445
LAG3	84.48487295041265	1.1508793507010993	0.545103470611769	2.1113043903563273	0.034746156929384715	0.9999706469618949
RGS1	1165.9887390489976	0.9846180315981268	0.39973634687185483	2.463168634284262	0.013771512698058621	0.9533628712497341
JAK2	5228.601571744735	1.2854110295244712	0.39804907276502277	3.229277788779772	0.0012410328375121132	0.2940369217585116
APOL4	1125.6363960020972	1.828249078646101	0.45481222874893285	4.019788745951547	5.825035016835666e-05	0.03390297010994375
APOL1	8121.246517966739	1.5011537141633702	0.41886195965454043	3.5838864799311403	0.00033851925821250294	0.1258774458350464
PSME2	13066.959632506998	0.899555575113577	0.41992788195410763	2.1421668190441476	0.03218006053521916	0.9999706469618949
SAMHD1	1538.2436607639634	1.2570530087246676	0.3803658603224522	3.3048523536234584	0.0009502644537027966	0.24700417688334927
TLR8	60.10489066702853	1.2722924204530652	0.36937531152950615	3.4444435801211717	0.0005722360492673254	0.18683507008578173
TNFSF13B	1521.5319058312507	1.2983093205486784	0.44873978601629133	2.893234255144793	0.0038129679908350572	0.5443224358099276
ACOD1	61.365895051872805	1.1374324118878352	0.4760069796322175	2.3895288526371234	0.016869998718830763	0.9999706469618949
LACTB	212.91663430545137	0.7829461459720461	0.3815134407634238	2.05221117349192	0.040149144056744544	0.9999706469618949
IL4I1	2453.674958736944	1.4393684106816471	0.4913072793588926	2.9296704346816935	0.0033932167360073645	0.5281778585646812
ZC3HAV1	6363.157091467971	0.7620533867460146	0.35514317448464194	2.14576385383684	0.03189182383431191	0.9999706469618949
TRIM14	1581.0303444156903	1.0914733880154608	0.36019314829807514	3.0302447261218313	0.002443556534074819	0.44378289774268215
DDX58	4738.933737205864	1.460822021238629	0.48308973252784565	3.0239144466901418	0.002495269912805092	0.44378289774268215
ASIC2	165.68566008376132	0.65971944376872	0.30128780086074425	2.1896653030224864	0.028548519194964803	0.9999706469618949
CCL7	603.6616086038096	2.2614706872055987	0.6369098854911266	3.5506917677400462	0.00038422010956194177	0.13534672002275308
CCL2	22774.964593734745	1.5571797383086925	0.6565721765677203	2.371680972606797	0.017707372658556205	0.9999706469618949
ANXA10	376.92027159131476	1.0623175835626706	0.35187711549797884	3.0190016252101866	0.002536091710104597	0.44378289774268215
UNC93B1	110.46924503761711	0.9890896887508303	0.41481234402165906	2.3844268450680093	0.017105748619281366	0.9999706469618949
SLC15A3	487.34641896091614	0.992739523847021	0.32851436130006295	3.0219060132359297	0.0025118852667964575	0.44378289774268215
CD69	1044.9065198993962	0.8540122746535431	0.2560684481303565	3.3350937254823054	0.000852706538038148	0.23203875967567572
VNN1	179.45301670383407	0.8423189846075277	0.34216074029970056	2.4617639763981565	0.01382556153176833	0.9533628712497341
XRN1	7756.330428489283	0.790084424607344	0.28527490010669737	2.769554644701794	0.005613298738357923	0.6490419210784906
IFIH1	2988.8687019638323	1.4789288450956255	0.48884367179393023	3.0253615428186644	0.0024833607746682375	0.44378289774268215
STAT1	20338.407188422883	2.3393002421495206	0.4129486777505153	5.664869191233538	1.4713673818550078e-08	6.710628298673302e-05
PLEK	2271.746003970145	1.017856407781392	0.433267530350051	2.3492561442557967	0.018810961312196086	0.9999706469618949
FBXO6	1093.2352538670707	1.3711289799724438	0.4144820611500877	3.3080538544126417	0.0009394674161031368	0.24700417688334927
CD48	54.23640499670199	0.9608074139266076	0.3583979310221795	2.680839733606464	0.007343767792531357	0.7255154801086421
GBP3	5080.530832968782	1.781376326199621	0.5645548836787845	3.1553643015037185	0.0016029781392891329	0.3517748665835078
GBP1	24914.021703787166	3.4719056725178077	0.7090988728006906	4.896222241624788	9.769657316681964e-07	0.001453127974108479
INSL6	836.2006308565248	1.4663536235420394	0.4197193509560645	3.4936526519491706	0.000476460498162414	0.1594534614662789
CD274	2451.210829611408	1.710179065541872	0.6795765319481072	2.5165363798531852	0.011851466425665098	0.905156251362469
TEX11	118.13297644640757	0.6008652648183489	0.2544259982521375	2.361650416805629	0.018193789509292006	0.9999706469618949
TRIM25	1341.6740174375916	0.9479849591753904	0.3284835294712148	2.885943659645385	0.003902420088659733	0.5491023029486429
TNFSF10	19101.15177714437	1.0353894679852471	0.38613636950199504	2.6814088227964694	0.00733128898006073	0.7255154801086421
NMI	2479.7747337526284	0.8718640733724443	0.32665813241124225	2.669041382612271	0.007606807738804726	0.736716508978897
TNFAIP6	13027.9200356397	2.1615396345934768	1.065891759682308	2.0279166387755256	0.042568756664310654	0.9999706469618949
ZBP1	202.0456997038304	1.5914025762854878	0.5857421702130484	2.71689944349859	0.0065896625170866405	0.6958392276983505
LYPD3	354.77686776400355	1.0928630885027446	0.47024348564469765	2.324036636051308	0.020123530575810646	0.9999706469618949
IRF1	25688.741325168237	1.4022016796191235	0.6923699467561131	2.0252203120437406	0.04284474686263684	0.9999706469618949
RBCK1	3837.228679664526	0.8426897127343306	0.3121672499445111	2.6994814891188033	0.006944761909918869	0.7151235023625303
IFI6	1846.3278335843527	2.3870750593449115	0.5959628607544384	4.005409089289687	6.191024153036867e-05	0.03526644460622469
ASPHD2	98.79735589919531	0.8800264650111695	0.22408300965408293	3.927234226145333	8.592829056742393e-05	0.04695016578289063
APOL3	3962.537861285719	1.2365919510946577	0.3682956955084053	3.3576063097550812	0.0007862050382246974	0.2231352823771821
APOL2	8223.649511517247	1.5079755748434878	0.42433792383432567	3.5537138920259386	0.0003798321871281801	0.13534672002275308
APOBEC3A,APOBEC3A	213.89574328582506	1.9014829881756534	0.66826023547057	2.8454229164730753	0.004435249282246304	0.587846183334556
BST2	6062.796985719336	1.5048409939514993	0.4514479890797715	3.3333651502556405	0.0008580225304557538	0.23203875967567572
HELZ2	1898.5022947851073	1.794922586496498	0.5347862906212932	3.356336200038391	0.0007898249146960712	0.2231352823771821
C19orf66	1123.207463773713	0.7352852506252092	0.3520266780613584	2.0887202489154775	0.03673291300610538	0.9999706469618949
C19orf12	1105.8058393830327	0.6064427762351782	0.3004166023907942	2.018672641288622	0.04352125538295573	0.9999706469618949
MATN3	77.21272175839616	0.6165551001836356	0.29048589462999763	2.1224958305426984	0.03379612245575179	0.9999706469618949
TRIM21	2428.624505534842	1.0470757779660396	0.29628028483199587	3.5340717272490076	0.00040921001198298776	0.14045871347205807
XAF1	1565.8734949646473	1.79454145903198	0.5484841521192009	3.271820073740209	0.0010685755706350173	0.26527828910166185
EPSTI1	4562.208734652572	2.5454512363357433	0.4664600310945951	5.45695465131833	4.843699959079151e-08	0.00014408931000491792
RARRES3	1286.5845221743398	1.3714777094978705	0.46547427138497216	2.946409272884569	0.0032148671495072995	0.5153990311003529
HRASLS2	111.85091712634724	0.9997020363984852	0.5044333262003513	1.9818318585902126	0.047498062502184614	0.9999706469618949
CMPK2	904.6338428105062	2.0716109794838777	0.5521935137685254	3.7516032474663916	0.00017570736648703358	0.0784035553826225
TRAFD1	6490.236087288262	1.0283867622841694	0.35574406277777537	2.8908051317966126	0.0038425630436662423	0.5443224358099276
SP110	184.97732706475102	1.31272702390167	0.4790808434297735	2.7400950004674884	0.0061421427983854885	0.6739491358244865
RTP4	348.28990944311744	1.8681606536967832	0.4232380776028739	4.413971125371395	1.0149150141598575e-05	0.010010876327723135
IL1RN	1452.9966166268957	1.003576550324756	0.5004910895365424	2.0051836512295824	0.04494341720324777	0.9999706469618949
GMPR	409.2452439732681	1.0088270005045017	0.373179465381185	2.70332934711194	0.006864868863297993	0.7096260002975953
IL18BP	2615.088748126036	1.8158166237249016	0.4815765195977148	3.7705671888690606	0.00016287694223581658	0.07391024363524605
DDX60	2797.3313383218556	1.188824801402516	0.3507739341755253	3.389148068247382	0.000701101412106941	0.2133021375720356
CASP1	2618.717291750934	0.8186339809749894	0.29476500747964063	2.777242753387314	0.005482221724399963	0.6490419210784906
IFI44L	5393.539994856372	3.399537465223464	0.6070684261868369	5.599924684894074	2.1444495375171147e-08	8.014207311610386e-05
IFI44	2478.8969337138487	1.8811681826117108	0.5032544756259425	3.738005867254204	0.0001854856192036999	0.08140994234328947
PARP9	7053.513038815523	1.6278118832861743	0.37779707759881587	4.308693687182922	1.6422162387111952e-05	0.01465568511967161
HERC6	1256.5404622515082	1.646769063285961	0.4586458924918926	3.590502150447299	0.0003300415072587444	0.12445353906814596
HERC5	1585.5014183404514	1.3026274610955262	0.417593563172948	3.1193667143668065	0.0018124023804262275	0.3803572915818848
WARS	14047.315975549189	2.1751604400346456	0.5285657791598118	4.11521238376839	3.868230714886512e-05	0.025891035232414147
DUOXA2	155.85724676306342	2.5874682519075956	1.2305607041993702	2.102674206219724	0.03549425829926072	0.9999706469618949
LYSMD2	482.63399200927824	0.6110054892362148	0.3077040767421902	1.9856918884703163	0.04706754624458077	0.9999706469618949
SLC27A2	98.3568304801677	0.6184348032945103	0.3048160648980233	2.0288786403085695	0.04247065284293798	0.9999706469618949
PML	5469.603404110676	1.0165335275385206	0.41305455923022655	2.4610151487806955	0.01385445161174833	0.9533628712497341
GOLGA6D	59.99423113991833	0.6755309421428016	0.3230833248920634	2.0908876753960763	0.03653813415941319	0.9999706469618949
HAPLN3	2774.700677040741	2.6699775575934743	0.6839248795548072	3.9039047085572682	9.46530612757036e-05	0.05058256586892356
NLRC5	4195.571627530962	1.0515604078256477	0.46231289338465775	2.2745643110384095	0.02293207907808178	0.9999706469618949
IRF8	2474.669434984987	1.4022614916374523	0.4780600187396149	2.9332331436844594	0.003354518873837252	0.5252078000540629
SECTM1	189.5529605218155	0.8191645633570238	0.3440666776602297	2.3808308579244617	0.017273641282474127	0.9999706469618949
SDK1	14405.108876479479	0.7823150165745918	0.3851445142878362	2.031224611938603	0.04223221480038159	0.9999706469618949
ANKRD22	513.5646337413428	1.5181989293091864	0.42031713946057986	3.612031932025397	0.0003038071448264057	0.11788157519474435
IFIT5	2667.4798541234363	0.7626775573920193	0.2959391975955623	2.5771427495532815	0.009962080009372761	0.8313193658101162
TEX29	81.54184886002943	0.6627807898411706	0.3109850232385145	2.1312305748333134	0.03307015132069923	0.9999706469618949
SPHKAP	50.182203086643526	0.7394387041097263	0.3308785257385806	2.234773932394572	0.02543219403811243	0.9999706469618949
CHODL	127.24888853730901	0.6706800509381191	0.27442379163229846	2.443957380476566	0.014527142554427594	0.9666045235899852
SLC25A28	662.7667563049056	0.959407531629059	0.40375281401230595	2.3762250028548837	0.01749079355421993	0.9999706469618949
ART3	263.32871685801433	3.7152008751458467	0.6957135301936029	5.34013026038459	9.287982132434549e-08	0.0002486671456316702
UBE2L6	6971.779579773391	1.3314836618995303	0.3279617090558202	4.059875360854725	4.9098918035864345e-05	0.02987557574032264
TMEM171	242.80086268287354	1.5113983324257625	0.7115363554461523	2.1241336733638514	0.0336589674694062	0.9999706469618949
MX1	7763.325315635804	2.678082948814377	0.546819114418644	4.89756644966884	9.703082662520035e-07	0.001453127974108479
ACAN	106.4374194265044	2.3214330464761415	0.7149675401430019	3.24690690994423	0.0011666654233333195	0.2852675731903437
SLAMF8	291.9588761475683	1.629442594433586	0.45514782263659515	3.5800294176834635	0.00034355552808867777	0.12600016648655027
ADAR	7486.476457594568	0.7218500562577157	0.32941662972402475	2.191298165069747	0.02843022276804023	0.9999706469618949
LY6E	13490.652583491552	0.8897757699180141	0.4023433661239379	2.2114836352090554	0.027002363882493576	0.9999706469618949
USP41	146.07500716574856	2.316855264984328	0.5424506747198079	4.271089286009375	1.945205039251468e-05	0.01599785124792229
GBP2	15237.331201300502	1.934579870260291	0.46046277733015234	4.201381665370087	2.6529090573060045e-05	0.019198834429882686
GBP4	11090.77109725936	2.9498355451370375	0.5783826017371555	5.100145710257002	3.3939210339370904e-07	0.0006490389131542694
AXDND1	67.3433459796922	0.6425083361202117	0.2891212466493338	2.222279903557175	0.026264395413187945	0.9999706469618949
CTSS	6516.909095345797	1.2122617289095134	0.4723443994024999	2.566478464533473	0.010273700459174325	0.8385907999801043
AIM2	508.8700169798466	0.7327107586605317	0.27913558666857197	2.6249277901298425	0.008666734523198015	0.7882220381633498
CTLA4	63.76561700968981	1.1802694951686787	0.42756370681451406	2.760452948549031	0.005772127182560584	0.649315802767624
PLSCR2	532.7358703348435	0.9641423066298943	0.3202467072201645	3.0106236376290414	0.002607117831937752	0.4476484917259079
UCN	65.47763959950095	0.8486944617882644	0.3564533916561568	2.3809409074354795	0.017268481831253596	0.9999706469618949
DTX3L	4362.612436774883	0.935508202214437	0.3032499243446178	3.084941255092652	0.0020359236097710325	0.4067744985402974
IL15	1715.0179634798428	0.829490732377264	0.3224228965855991	2.5726793635359733	0.010091465053908332	0.8313193658101162
IL31RA	76.13604058138017	2.7984830538070162	0.6065109945391229	4.614068135621407	3.948628841849338e-06	0.005034125713468207
IFI27	8096.183481965153	1.140384935266364	0.3998599477200128	2.8519608972311388	0.004345044524379256	0.5816493852560292
NELL1	132.78940734623012	0.6310150422429258	0.26135171559084197	2.414428544371251	0.01575991388379136	0.9999706469618949
TVP23A	126.28335740656276	0.9929592558367768	0.42304903405116395	2.347149327651431	0.018917671304929825	0.9999706469618949
LDHC	97.51231972852497	0.7626656323028391	0.32741978855053266	2.3293205205437126	0.019842092066674897	0.9999706469618949
BATF2	1453.9846178478324	2.766088029667493	0.495647285974117	5.580758954891039	2.3947132743018372e-08	8.014207311610386e-05
MLKL	1355.6851032795564	1.1791367365073466	0.39228674682339704	3.0058031428682965	0.0026488042091316897	0.4488381967790046
CMAHP	5183.375581951694	0.8514225181831758	0.28946583028405815	2.9413575942544212	0.003267770561355623	0.5196494956380376
SNTB2	658.5239442292553	0.6011874310448458	0.29734282650846117	2.021866268321555	0.043190169378875765	0.9999706469618949
VAMP5	3073.340845527972	0.8897358729354115	0.3834268280299966	2.320484139064481	0.02031470195812027	0.9999706469618949
PTAFR	841.4113154526369	0.7040359139566098	0.24249478790252285	2.9033032835312547	0.003692488628329095	0.5398906199477529
